Order Id,order date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Late_delivery_risk,Delivery Status,Cycle_Time_Variance,Delivery_Category
2550,2/7/2015 5:01,6,4,0,Shipping canceled,2,2+ Days Late
10049,5/27/2015 16:15,5,4,0,Shipping canceled,1,1 Day Late
1597,1/24/2015 7:09,3,4,0,Shipping canceled,-1,On-Time / Early
53068,2/13/2017 15:44,4,4,0,Shipping canceled,0,On-Time / Early
3116,2/15/2015 11:19,2,4,0,Shipping canceled,-2,On-Time / Early
20395,10/25/2015 16:55,6,4,0,Shipping canceled,2,2+ Days Late
24461,12/24/2015 1:25,2,4,0,Shipping canceled,-2,On-Time / Early
44903,10/17/2016 11:10,4,4,0,Shipping canceled,0,On-Time / Early
25912,1/14/2016 5:46,3,4,0,Shipping canceled,-1,On-Time / Early
24630,12/26/2015 12:38,6,4,0,Shipping canceled,2,2+ Days Late
22875,11/30/2015 21:46,6,4,0,Shipping canceled,2,2+ Days Late
25880,1/13/2016 18:33,6,4,0,Shipping canceled,2,2+ Days Late
46453,11/9/2016 2:12,4,4,0,Shipping canceled,0,On-Time / Early
21073,11/4/2015 14:27,4,4,0,Shipping canceled,0,On-Time / Early
28451,2/20/2016 7:18,2,4,0,Advance shipping,-2,On-Time / Early
24483,12/24/2015 9:08,4,4,0,Shipping on time,0,On-Time / Early
28247,2/17/2016 7:49,3,4,0,Advance shipping,-1,On-Time / Early
20718,10/30/2015 10:05,4,4,0,Shipping on time,0,On-Time / Early
31174,3/31/2016 1:17,5,4,1,Late delivery,1,1 Day Late
43934,10/3/2016 7:41,5,4,1,Late delivery,1,1 Day Late
25076,1/2/2016 0:53,2,4,0,Advance shipping,-2,On-Time / Early
20508,10/27/2015 8:30,4,4,0,Shipping on time,0,On-Time / Early
21126,11/5/2015 9:01,2,4,0,Advance shipping,-2,On-Time / Early
21591,11/12/2015 3:56,2,4,0,Advance shipping,-2,On-Time / Early
20652,10/29/2015 10:57,3,4,0,Advance shipping,-1,On-Time / Early
20376,10/25/2015 10:16,2,4,0,Advance shipping,-2,On-Time / Early
29229,3/2/2016 15:52,5,4,1,Late delivery,1,1 Day Late
20838,11/1/2015 4:07,4,4,0,Shipping on time,0,On-Time / Early
47585,11/25/2016 14:47,6,4,1,Late delivery,2,2+ Days Late
48183,12/4/2016 8:18,4,4,0,Shipping on time,0,On-Time / Early
28615,2/22/2016 16:45,6,4,1,Late delivery,2,2+ Days Late
31068,3/29/2016 12:09,4,4,0,Shipping on time,0,On-Time / Early
28163,2/16/2016 2:24,4,4,0,Shipping on time,0,On-Time / Early
28405,2/19/2016 15:11,6,4,1,Late delivery,2,2+ Days Late
27223,2/2/2016 9:04,4,4,0,Shipping on time,0,On-Time / Early
26692,1/25/2016 15:02,3,4,0,Advance shipping,-1,On-Time / Early
30070,3/14/2016 22:30,6,4,1,Late delivery,2,2+ Days Late
27174,2/1/2016 15:54,5,4,1,Late delivery,1,1 Day Late
28401,2/19/2016 13:47,2,4,0,Advance shipping,-2,On-Time / Early
48152,12/3/2016 21:26,3,4,0,Advance shipping,-1,On-Time / Early
21434,11/9/2015 20:56,5,4,1,Late delivery,1,1 Day Late
30029,3/14/2016 8:08,5,4,1,Late delivery,1,1 Day Late
27604,2/7/2016 22:33,5,4,1,Late delivery,1,1 Day Late
27088,1/31/2016 9:46,4,4,0,Shipping on time,0,On-Time / Early
47039,11/17/2016 15:30,5,4,1,Late delivery,1,1 Day Late
28442,2/20/2016 4:08,3,4,0,Advance shipping,-1,On-Time / Early
24182,12/19/2015 23:40,3,4,0,Advance shipping,-1,On-Time / Early
30109,3/15/2016 12:10,5,4,1,Late delivery,1,1 Day Late
21653,11/13/2015 1:39,4,4,0,Shipping on time,0,On-Time / Early
30031,3/14/2016 8:50,2,4,0,Advance shipping,-2,On-Time / Early
50204,1/2/2017 20:20,5,4,1,Late delivery,1,1 Day Late
30544,3/21/2016 20:34,5,4,1,Late delivery,1,1 Day Late
46978,11/16/2016 18:08,4,4,0,Shipping on time,0,On-Time / Early
24824,12/29/2015 8:36,5,4,1,Late delivery,1,1 Day Late
24592,12/25/2015 23:19,3,4,0,Advance shipping,-1,On-Time / Early
41316,8/26/2016 2:29,2,4,0,Advance shipping,-2,On-Time / Early
24556,12/25/2015 10:42,2,4,0,Advance shipping,-2,On-Time / Early
44684,10/14/2016 6:26,5,4,1,Late delivery,1,1 Day Late
50701,1/10/2017 2:28,2,4,0,Advance shipping,-2,On-Time / Early
27206,2/2/2016 3:07,2,4,0,Advance shipping,-2,On-Time / Early
50758,1/10/2017 22:26,4,4,0,Shipping on time,0,On-Time / Early
47162,11/19/2016 10:35,3,4,0,Advance shipping,-1,On-Time / Early
49261,12/20/2016 1:58,2,4,0,Advance shipping,-2,On-Time / Early
30704,3/24/2016 4:37,5,4,1,Late delivery,1,1 Day Late
49873,12/29/2016 0:22,4,4,0,Shipping on time,0,On-Time / Early
29435,3/5/2016 16:02,6,4,1,Late delivery,2,2+ Days Late
27649,2/8/2016 14:19,5,4,1,Late delivery,1,1 Day Late
22604,11/26/2015 22:50,5,4,1,Late delivery,1,1 Day Late
21734,11/14/2015 6:02,5,4,1,Late delivery,1,1 Day Late
45258,10/22/2016 15:32,4,4,0,Shipping on time,0,On-Time / Early
46749,11/13/2016 9:54,5,4,1,Late delivery,1,1 Day Late
25052,1/1/2016 16:28,3,4,0,Advance shipping,-1,On-Time / Early
26896,1/28/2016 14:30,2,4,0,Advance shipping,-2,On-Time / Early
27050,1/30/2016 20:28,6,4,1,Late delivery,2,2+ Days Late
26602,1/24/2016 7:30,3,4,0,Advance shipping,-1,On-Time / Early
27682,2/9/2016 1:53,3,4,0,Advance shipping,-1,On-Time / Early
50382,1/5/2017 10:42,3,4,0,Advance shipping,-1,On-Time / Early
28994,2/28/2016 5:32,5,4,1,Late delivery,1,1 Day Late
22769,11/29/2015 8:38,5,4,1,Late delivery,1,1 Day Late
21690,11/13/2015 14:37,6,4,1,Late delivery,2,2+ Days Late
20369,10/25/2015 7:49,5,4,1,Late delivery,1,1 Day Late
22705,11/28/2015 10:13,6,4,1,Late delivery,2,2+ Days Late
30572,3/22/2016 6:22,3,4,0,Advance shipping,-1,On-Time / Early
30116,3/15/2016 14:37,2,4,0,Advance shipping,-2,On-Time / Early
42772,9/16/2016 8:35,3,4,0,Advance shipping,-1,On-Time / Early
23303,12/7/2015 3:43,4,4,0,Shipping on time,0,On-Time / Early
22101,11/19/2015 14:36,2,4,0,Advance shipping,-2,On-Time / Early
21613,11/12/2015 11:38,4,4,0,Shipping on time,0,On-Time / Early
23546,12/10/2015 16:51,2,4,0,Advance shipping,-2,On-Time / Early
24697,12/27/2015 12:06,3,4,0,Advance shipping,-1,On-Time / Early
41863,9/3/2016 2:07,4,4,0,Shipping on time,0,On-Time / Early
24207,12/20/2015 8:26,3,4,0,Advance shipping,-1,On-Time / Early
45846,10/31/2016 5:32,2,4,0,Advance shipping,-2,On-Time / Early
49983,12/30/2016 14:55,4,4,0,Shipping on time,0,On-Time / Early
21351,11/8/2015 15:51,2,4,0,Advance shipping,-2,On-Time / Early
23734,12/13/2015 10:43,5,4,1,Late delivery,1,1 Day Late
29260,3/3/2016 2:43,6,4,1,Late delivery,2,2+ Days Late
25096,1/2/2016 7:53,2,4,0,Advance shipping,-2,On-Time / Early
43232,9/23/2016 1:44,3,4,0,Advance shipping,-1,On-Time / Early
50482,1/6/2017 21:44,3,4,0,Advance shipping,-1,On-Time / Early
29931,3/12/2016 21:48,2,4,0,Advance shipping,-2,On-Time / Early
20604,10/28/2015 18:08,5,4,1,Late delivery,1,1 Day Late
25394,1/6/2016 16:17,5,4,1,Late delivery,1,1 Day Late
44655,10/13/2016 20:17,6,4,1,Late delivery,2,2+ Days Late
48791,12/13/2016 5:18,2,4,0,Advance shipping,-2,On-Time / Early
23799,12/14/2015 9:29,5,4,1,Late delivery,1,1 Day Late
22601,11/26/2015 21:47,2,4,0,Advance shipping,-2,On-Time / Early
48156,12/3/2016 22:50,2,4,0,Advance shipping,-2,On-Time / Early
23635,12/12/2015 0:02,6,4,1,Late delivery,2,2+ Days Late
28254,2/17/2016 10:17,5,4,1,Late delivery,1,1 Day Late
20760,10/31/2015 0:48,6,4,1,Late delivery,2,2+ Days Late
26488,1/22/2016 15:34,4,4,0,Shipping on time,0,On-Time / Early
27139,2/1/2016 3:39,5,4,1,Late delivery,1,1 Day Late
21176,11/6/2015 2:32,2,4,0,Advance shipping,-2,On-Time / Early
30010,3/14/2016 1:29,6,4,1,Late delivery,2,2+ Days Late
27150,2/1/2016 7:30,6,4,1,Late delivery,2,2+ Days Late
27086,1/31/2016 9:04,2,4,0,Advance shipping,-2,On-Time / Early
28714,2/24/2016 3:26,5,4,1,Late delivery,1,1 Day Late
28228,2/17/2016 1:10,4,4,0,Shipping on time,0,On-Time / Early
49807,12/28/2016 1:15,3,4,0,Advance shipping,-1,On-Time / Early
24604,12/26/2015 3:31,5,4,1,Late delivery,1,1 Day Late
26159,1/17/2016 20:18,5,4,1,Late delivery,1,1 Day Late
67935,9/18/2017 16:18,6,4,1,Late delivery,2,2+ Days Late
17381,9/11/2015 16:59,2,4,0,Advance shipping,-2,On-Time / Early
65368,8/12/2017 4:58,4,4,0,Shipping on time,0,On-Time / Early
15912,8/21/2015 6:19,3,4,0,Advance shipping,-1,On-Time / Early
13258,7/13/2015 12:31,4,4,0,Shipping on time,0,On-Time / Early
46969,11/16/2016 14:58,5,4,1,Late delivery,1,1 Day Late
10629,6/5/2015 3:27,5,4,1,Late delivery,1,1 Day Late
41791,9/2/2016 0:53,2,4,0,Advance shipping,-2,On-Time / Early
10736,6/6/2015 16:56,2,4,0,Advance shipping,-2,On-Time / Early
63603,7/17/2017 10:36,4,4,0,Shipping on time,0,On-Time / Early
62440,6/30/2017 11:09,6,4,1,Late delivery,2,2+ Days Late
62439,6/30/2017 10:48,5,4,1,Late delivery,1,1 Day Late
41661,8/31/2016 3:21,2,4,0,Advance shipping,-2,On-Time / Early
14853,8/5/2015 19:19,4,4,0,Shipping on time,0,On-Time / Early
16164,8/24/2015 22:37,5,4,1,Late delivery,1,1 Day Late
64695,8/2/2017 9:11,6,4,1,Late delivery,2,2+ Days Late
11941,6/24/2015 7:06,2,4,0,Advance shipping,-2,On-Time / Early
12557,7/3/2015 6:55,3,4,0,Advance shipping,-1,On-Time / Early
17186,9/8/2015 20:40,2,4,0,Advance shipping,-2,On-Time / Early
13539,7/17/2015 14:57,5,4,1,Late delivery,1,1 Day Late
11631,6/19/2015 18:30,2,4,0,Advance shipping,-2,On-Time / Early
17988,9/20/2015 13:38,4,4,0,Shipping on time,0,On-Time / Early
66364,8/26/2017 17:54,5,4,1,Late delivery,1,1 Day Late
13304,7/14/2015 4:38,5,4,1,Late delivery,1,1 Day Late
13273,7/13/2015 17:46,4,4,0,Shipping on time,0,On-Time / Early
14361,7/29/2015 14:56,2,4,0,Advance shipping,-2,On-Time / Early
45816,10/30/2016 19:02,2,4,0,Advance shipping,-2,On-Time / Early
65126,8/8/2017 16:11,2,4,0,Advance shipping,-2,On-Time / Early
16717,9/2/2015 0:21,3,4,0,Advance shipping,-1,On-Time / Early
42344,9/10/2016 2:38,5,4,1,Late delivery,1,1 Day Late
11007,6/10/2015 15:53,3,4,0,Advance shipping,-1,On-Time / Early
14522,7/31/2015 23:21,3,4,0,Advance shipping,-1,On-Time / Early
13129,7/11/2015 15:19,5,4,1,Late delivery,1,1 Day Late
45280,10/22/2016 23:15,6,4,1,Late delivery,2,2+ Days Late
68613,9/28/2017 13:50,4,4,0,Shipping on time,0,On-Time / Early
13106,7/11/2015 7:15,2,4,0,Advance shipping,-2,On-Time / Early
48482,12/8/2016 17:03,3,4,0,Advance shipping,-1,On-Time / Early
14793,8/4/2015 22:17,4,4,0,Shipping on time,0,On-Time / Early
67491,9/12/2017 4:45,2,4,0,Advance shipping,-2,On-Time / Early
15113,8/9/2015 14:24,4,4,0,Shipping on time,0,On-Time / Early
16273,8/26/2015 12:48,4,4,0,Shipping on time,0,On-Time / Early
67350,9/10/2017 3:21,6,4,1,Late delivery,2,2+ Days Late
14653,8/2/2015 21:14,4,4,0,Shipping on time,0,On-Time / Early
14691,8/3/2015 10:33,2,4,0,Advance shipping,-2,On-Time / Early
11566,6/18/2015 19:44,2,4,0,Advance shipping,-2,On-Time / Early
67300,9/9/2017 9:50,6,4,1,Late delivery,2,2+ Days Late
15153,8/10/2015 4:25,4,4,0,Shipping canceled,0,On-Time / Early
10562,6/4/2015 3:59,3,4,0,Shipping canceled,-1,On-Time / Early
18704,10/1/2015 0:29,5,4,0,Shipping canceled,1,1 Day Late
16846,9/3/2015 21:33,2,4,0,Shipping canceled,-2,On-Time / Early
45420,10/25/2016 0:17,6,4,0,Shipping canceled,2,2+ Days Late
14317,7/28/2015 23:31,3,4,0,Shipping canceled,-1,On-Time / Early
13284,7/13/2015 21:37,5,4,0,Shipping canceled,1,1 Day Late
13647,7/19/2015 4:48,3,4,0,Shipping canceled,-1,On-Time / Early
66727,9/1/2017 1:05,3,4,0,Shipping canceled,-1,On-Time / Early
14247,7/27/2015 23:00,3,4,0,Shipping canceled,-1,On-Time / Early
58966,5/10/2017 18:03,2,4,0,Shipping canceled,-2,On-Time / Early
5777,3/26/2015 7:35,3,4,0,Shipping canceled,-1,On-Time / Early
2510,2/6/2015 15:00,6,4,0,Shipping canceled,2,2+ Days Late
2587,2/7/2015 17:59,3,4,0,Shipping canceled,-1,On-Time / Early
1776,1/26/2015 21:51,2,4,0,Shipping canceled,-2,On-Time / Early
51358,1/19/2017 16:38,4,4,0,Shipping canceled,0,On-Time / Early
4354,3/5/2015 13:02,5,4,0,Shipping canceled,1,1 Day Late
61131,6/11/2017 8:33,2,4,0,Advance shipping,-2,On-Time / Early
9913,5/25/2015 16:36,4,4,0,Shipping on time,0,On-Time / Early
6343,4/3/2015 13:53,4,4,0,Shipping on time,0,On-Time / Early
6723,4/9/2015 3:00,4,4,0,Shipping on time,0,On-Time / Early
53507,2/20/2017 1:32,3,4,0,Advance shipping,-1,On-Time / Early
59327,5/16/2017 0:32,3,4,0,Advance shipping,-1,On-Time / Early
335,1/5/2015 21:00,6,4,1,Late delivery,2,2+ Days Late
132,1/2/2015 21:53,3,4,0,Advance shipping,-1,On-Time / Early
3470,2/20/2015 15:20,6,4,1,Late delivery,2,2+ Days Late
58641,5/6/2017 0:12,2,4,0,Advance shipping,-2,On-Time / Early
54495,3/6/2017 11:40,6,4,1,Late delivery,2,2+ Days Late
59594,5/19/2017 22:04,5,4,1,Late delivery,1,1 Day Late
60075,5/26/2017 22:35,6,4,1,Late delivery,2,2+ Days Late
53958,2/26/2017 15:32,4,4,0,Shipping on time,0,On-Time / Early
54618,3/8/2017 6:46,4,4,0,Shipping on time,0,On-Time / Early
51415,1/20/2017 12:36,6,4,1,Late delivery,2,2+ Days Late
58111,4/28/2017 6:31,2,4,0,Advance shipping,-2,On-Time / Early
1769,1/26/2015 19:24,5,4,1,Late delivery,1,1 Day Late
52326,2/2/2017 19:46,2,4,0,Advance shipping,-2,On-Time / Early
53171,2/15/2017 3:49,2,4,0,Advance shipping,-2,On-Time / Early
5498,3/22/2015 5:50,4,4,0,Shipping on time,0,On-Time / Early
51831,1/26/2017 14:21,2,4,0,Advance shipping,-2,On-Time / Early
54535,3/7/2017 1:41,6,4,1,Late delivery,2,2+ Days Late
52862,2/10/2017 15:33,3,4,0,Advance shipping,-1,On-Time / Early
59969,5/25/2017 9:27,5,4,1,Late delivery,1,1 Day Late
1857,1/28/2015 2:14,3,4,0,Advance shipping,-1,On-Time / Early
58278,4/30/2017 17:01,4,4,0,Shipping on time,0,On-Time / Early
60357,5/31/2017 1:23,3,4,0,Advance shipping,-1,On-Time / Early
9775,5/23/2015 16:16,6,4,1,Late delivery,2,2+ Days Late
56156,3/30/2017 17:35,2,4,0,Advance shipping,-2,On-Time / Early
55429,3/20/2017 2:53,5,4,1,Late delivery,1,1 Day Late
5385,3/20/2015 14:15,6,4,1,Late delivery,2,2+ Days Late
2293,2/3/2015 10:59,4,4,0,Shipping on time,0,On-Time / Early
1610,1/24/2015 11:42,6,4,1,Late delivery,2,2+ Days Late
58435,5/3/2017 0:01,6,4,1,Late delivery,2,2+ Days Late
5884,3/27/2015 21:04,5,4,1,Late delivery,1,1 Day Late
216,1/4/2015 3:19,2,4,0,Advance shipping,-2,On-Time / Early
56802,4/9/2017 3:55,3,4,0,Advance shipping,-1,On-Time / Early
56031,3/28/2017 21:48,2,4,0,Advance shipping,-2,On-Time / Early
56801,4/9/2017 3:34,2,4,0,Advance shipping,-2,On-Time / Early
60691,6/4/2017 22:24,2,4,0,Advance shipping,-2,On-Time / Early
562,1/9/2015 4:32,3,4,0,Advance shipping,-1,On-Time / Early
56397,4/3/2017 6:01,3,4,0,Advance shipping,-1,On-Time / Early
57937,4/25/2017 17:33,3,4,0,Advance shipping,-1,On-Time / Early
229,1/4/2015 7:52,5,4,1,Late delivery,1,1 Day Late
9758,5/23/2015 10:18,4,4,0,Shipping on time,0,On-Time / Early
6676,4/8/2015 10:32,2,4,0,Advance shipping,-2,On-Time / Early
57610,4/20/2017 22:59,6,4,1,Late delivery,2,2+ Days Late
55832,3/26/2017 0:05,3,4,0,Advance shipping,-1,On-Time / Early
3150,2/15/2015 23:14,6,4,1,Late delivery,2,2+ Days Late
59693,5/21/2017 8:45,4,4,0,Shipping on time,0,On-Time / Early
58756,5/7/2017 16:29,2,4,0,Advance shipping,-2,On-Time / Early
4616,3/9/2015 8:50,2,4,0,Advance shipping,-2,On-Time / Early
9881,5/25/2015 5:24,2,4,0,Advance shipping,-2,On-Time / Early
9104,5/13/2015 21:11,5,4,1,Late delivery,1,1 Day Late
56351,4/2/2017 13:54,2,4,0,Advance shipping,-2,On-Time / Early
57039,4/12/2017 14:57,5,4,1,Late delivery,1,1 Day Late
1388,1/21/2015 5:55,4,4,0,Shipping on time,0,On-Time / Early
58592,5/5/2017 7:02,3,4,0,Advance shipping,-1,On-Time / Early
9008,5/12/2015 11:33,4,4,0,Shipping on time,0,On-Time / Early
56253,4/1/2017 3:34,4,4,0,Shipping on time,0,On-Time / Early
1028,1/15/2015 23:48,4,4,0,Shipping on time,0,On-Time / Early
1317,1/20/2015 5:03,3,4,0,Advance shipping,-1,On-Time / Early
2958,2/13/2015 3:58,4,4,0,Shipping on time,0,On-Time / Early
1438,1/21/2015 23:26,4,4,0,Shipping on time,0,On-Time / Early
6632,4/7/2015 19:08,3,4,0,Advance shipping,-1,On-Time / Early
5467,3/21/2015 18:59,3,4,0,Advance shipping,-1,On-Time / Early
7971,4/27/2015 8:14,2,4,0,Advance shipping,-2,On-Time / Early
57956,4/26/2017 0:13,2,4,0,Advance shipping,-2,On-Time / Early
4141,3/2/2015 10:25,2,4,0,Advance shipping,-2,On-Time / Early
7528,4/20/2015 21:02,4,4,0,Shipping on time,0,On-Time / Early
61422,6/15/2017 14:30,3,4,0,Advance shipping,-1,On-Time / Early
7402,4/19/2015 0:54,3,4,0,Advance shipping,-1,On-Time / Early
53108,2/14/2017 5:44,4,4,0,Shipping on time,0,On-Time / Early
60582,6/3/2017 8:13,3,4,0,Advance shipping,-1,On-Time / Early
52264,2/1/2017 22:03,5,4,1,Late delivery,1,1 Day Late
52554,2/6/2017 3:39,5,4,1,Late delivery,1,1 Day Late
3197,2/16/2015 15:42,3,4,0,Advance shipping,-1,On-Time / Early
59280,5/15/2017 8:04,6,4,1,Late delivery,2,2+ Days Late
59259,5/15/2017 0:43,5,4,1,Late delivery,1,1 Day Late
4593,3/9/2015 0:46,4,4,0,Shipping on time,0,On-Time / Early
8977,5/12/2015 0:41,3,4,0,Advance shipping,-1,On-Time / Early
59253,5/14/2017 22:36,4,4,0,Shipping on time,0,On-Time / Early
61164,6/11/2017 20:07,5,4,1,Late delivery,1,1 Day Late
9367,5/17/2015 17:19,3,4,0,Advance shipping,-1,On-Time / Early
56433,4/3/2017 18:38,4,4,0,Shipping on time,0,On-Time / Early
51535,1/22/2017 6:39,6,4,1,Late delivery,2,2+ Days Late
4356,3/5/2015 13:45,2,4,0,Advance shipping,-2,On-Time / Early
9114,5/14/2015 0:41,5,4,1,Late delivery,1,1 Day Late
54482,3/6/2017 7:07,3,4,0,Advance shipping,-1,On-Time / Early
59598,5/19/2017 23:29,4,4,0,Shipping on time,0,On-Time / Early
58696,5/6/2017 19:28,2,4,0,Advance shipping,-2,On-Time / Early
55234,3/17/2017 6:34,5,4,1,Late delivery,1,1 Day Late
60737,6/5/2017 14:31,3,4,0,Advance shipping,-1,On-Time / Early
6772,4/9/2015 20:10,3,4,0,Advance shipping,-1,On-Time / Early
59395,5/17/2017 0:21,6,4,1,Late delivery,2,2+ Days Late
57267,4/15/2017 22:49,3,4,0,Advance shipping,-1,On-Time / Early
9920,5/25/2015 19:04,6,4,1,Late delivery,2,2+ Days Late
53854,2/25/2017 3:06,5,4,1,Late delivery,1,1 Day Late
54300,3/3/2017 15:21,6,4,1,Late delivery,2,2+ Days Late
59075,5/12/2017 8:15,6,4,1,Late delivery,2,2+ Days Late
1929,1/29/2015 3:27,5,4,1,Late delivery,1,1 Day Late
3698,2/23/2015 23:13,4,4,0,Shipping on time,0,On-Time / Early
54481,3/6/2017 6:46,2,4,0,Advance shipping,-2,On-Time / Early
5324,3/19/2015 16:53,5,4,1,Late delivery,1,1 Day Late
59012,5/11/2017 10:10,3,4,0,Advance shipping,-1,On-Time / Early
61464,6/16/2017 5:13,5,4,1,Late delivery,1,1 Day Late
55597,3/22/2017 13:45,3,4,0,Advance shipping,-1,On-Time / Early
60259,5/29/2017 15:03,5,4,1,Late delivery,1,1 Day Late
57664,4/21/2017 17:55,5,4,1,Late delivery,1,1 Day Late
55380,3/19/2017 9:43,6,4,1,Late delivery,2,2+ Days Late
52668,2/7/2017 19:35,4,4,0,Shipping on time,0,On-Time / Early
2502,2/6/2015 12:12,3,4,0,Shipping canceled,-1,On-Time / Early
10204,5/29/2015 22:33,5,4,0,Shipping canceled,1,1 Day Late
10056,5/27/2015 18:42,2,4,0,Shipping canceled,-2,On-Time / Early
60514,6/2/2017 8:23,5,4,0,Shipping canceled,1,1 Day Late
60018,5/26/2017 2:37,4,4,0,Shipping canceled,0,On-Time / Early
52719,2/8/2017 13:27,5,4,0,Shipping canceled,1,1 Day Late
5174,3/17/2015 12:19,5,4,0,Shipping canceled,1,1 Day Late
54669,3/9/2017 0:38,5,4,0,Shipping canceled,1,1 Day Late
58744,5/7/2017 12:17,5,4,0,Shipping canceled,1,1 Day Late
1538,1/23/2015 10:28,4,4,0,Shipping canceled,0,On-Time / Early
10215,5/30/2015 2:25,6,4,0,Shipping canceled,2,2+ Days Late
2325,2/3/2015 22:12,6,4,0,Shipping canceled,2,2+ Days Late
26105,1/17/2016 1:23,6,4,0,Shipping canceled,2,2+ Days Late
25443,1/7/2016 9:27,4,4,0,Shipping canceled,0,On-Time / Early
45842,10/31/2016 4:08,3,4,0,Shipping canceled,-1,On-Time / Early
30783,3/25/2016 8:18,4,4,0,Shipping on time,0,On-Time / Early
28661,2/23/2016 8:52,2,4,0,Advance shipping,-2,On-Time / Early
23721,12/13/2015 6:10,2,4,0,Advance shipping,-2,On-Time / Early
26534,1/23/2016 7:41,5,4,1,Late delivery,1,1 Day Late
48973,12/15/2016 21:04,4,4,0,Shipping on time,0,On-Time / Early
21297,11/7/2015 20:56,3,4,0,Advance shipping,-1,On-Time / Early
20566,10/28/2015 4:50,2,4,0,Advance shipping,-2,On-Time / Early
20321,10/24/2015 15:00,2,4,0,Advance shipping,-2,On-Time / Early
24382,12/22/2015 21:45,3,4,0,Advance shipping,-1,On-Time / Early
50720,1/10/2017 9:07,6,4,1,Late delivery,2,2+ Days Late
31080,3/29/2016 16:21,6,4,1,Late delivery,2,2+ Days Late
26481,1/22/2016 13:07,2,4,0,Advance shipping,-2,On-Time / Early
47364,11/22/2016 9:22,5,4,1,Late delivery,1,1 Day Late
47090,11/18/2016 9:22,6,4,1,Late delivery,2,2+ Days Late
47851,11/29/2016 11:59,2,4,0,Advance shipping,-2,On-Time / Early
26024,1/15/2016 21:00,5,4,1,Late delivery,1,1 Day Late
24766,12/28/2015 12:16,2,4,0,Advance shipping,-2,On-Time / Early
24263,12/21/2015 4:03,4,4,0,Shipping on time,0,On-Time / Early
22502,11/25/2015 11:06,3,4,0,Advance shipping,-1,On-Time / Early
45493,10/26/2016 1:52,4,4,0,Shipping on time,0,On-Time / Early
30747,3/24/2016 19:41,3,4,0,Advance shipping,-1,On-Time / Early
28987,2/28/2016 3:05,3,4,0,Advance shipping,-1,On-Time / Early
30870,3/26/2016 14:47,6,4,1,Late delivery,2,2+ Days Late
20710,10/30/2015 7:17,6,4,1,Late delivery,2,2+ Days Late
47491,11/24/2016 5:51,2,4,0,Advance shipping,-2,On-Time / Early
26759,1/26/2016 14:31,5,4,1,Late delivery,1,1 Day Late
22533,11/25/2015 21:57,4,4,0,Shipping on time,0,On-Time / Early
41777,9/1/2016 19:59,3,4,0,Advance shipping,-1,On-Time / Early
27559,2/7/2016 6:47,5,4,1,Late delivery,1,1 Day Late
47394,11/22/2016 19:52,5,4,1,Late delivery,1,1 Day Late
30336,3/18/2016 19:42,2,4,0,Advance shipping,-2,On-Time / Early
20602,10/28/2015 17:26,3,4,0,Advance shipping,-1,On-Time / Early
24597,12/26/2015 1:04,3,4,0,Advance shipping,-1,On-Time / Early
22968,12/2/2015 6:21,4,4,0,Shipping on time,0,On-Time / Early
29875,3/12/2016 2:11,6,4,1,Late delivery,2,2+ Days Late
49836,12/28/2016 11:25,2,4,0,Advance shipping,-2,On-Time / Early
30654,3/23/2016 11:06,5,4,1,Late delivery,1,1 Day Late
23288,12/6/2015 22:28,4,4,0,Shipping on time,0,On-Time / Early
27388,2/4/2016 18:53,4,4,0,Shipping on time,0,On-Time / Early
21401,11/9/2015 9:22,2,4,0,Advance shipping,-2,On-Time / Early
47440,11/23/2016 11:59,6,4,1,Late delivery,2,2+ Days Late
43465,9/26/2016 11:22,6,4,1,Late delivery,2,2+ Days Late
20488,10/27/2015 1:30,4,4,0,Shipping on time,0,On-Time / Early
20805,10/31/2015 16:34,6,4,1,Late delivery,2,2+ Days Late
24494,12/24/2015 12:59,5,4,1,Late delivery,1,1 Day Late
22794,11/29/2015 17:24,5,4,1,Late delivery,1,1 Day Late
20939,11/2/2015 15:30,5,4,1,Late delivery,1,1 Day Late
26655,1/25/2016 2:05,6,4,1,Late delivery,2,2+ Days Late
30297,3/18/2016 6:02,3,4,0,Advance shipping,-1,On-Time / Early
22719,11/28/2015 15:07,5,4,1,Late delivery,1,1 Day Late
23757,12/13/2015 18:47,3,4,0,Advance shipping,-1,On-Time / Early
28005,2/13/2016 19:02,6,4,1,Late delivery,2,2+ Days Late
28992,2/28/2016 4:50,3,4,0,Advance shipping,-1,On-Time / Early
28789,2/25/2016 5:43,5,4,1,Late delivery,1,1 Day Late
22375,11/23/2015 14:36,6,4,1,Late delivery,2,2+ Days Late
24648,12/26/2015 18:56,4,4,0,Shipping on time,0,On-Time / Early
30164,3/16/2016 7:26,5,4,1,Late delivery,1,1 Day Late
43086,9/20/2016 22:35,2,4,0,Advance shipping,-2,On-Time / Early
22536,11/25/2015 23:00,2,4,0,Advance shipping,-2,On-Time / Early
30577,3/22/2016 8:08,3,4,0,Advance shipping,-1,On-Time / Early
28603,2/22/2016 12:33,4,4,0,Shipping on time,0,On-Time / Early
41851,9/2/2016 21:55,2,4,0,Advance shipping,-2,On-Time / Early
23049,12/3/2015 10:44,5,4,1,Late delivery,1,1 Day Late
21335,11/8/2015 10:15,6,4,1,Late delivery,2,2+ Days Late
